"a","birthPlaceLabel","nationalityLabel","deathPlaceLabel"
"http://dbpedia.org/resource/David_Hemenway",,,
"http://dbpedia.org/resource/David_Henige",,,
"http://dbpedia.org/resource/David_Henry_Sterry",,,
"http://dbpedia.org/resource/David_Hernandez_(poet)",,,
"http://dbpedia.org/resource/David_Hoskins",,,
"http://dbpedia.org/resource/David_Lance_Goines",,,
"http://dbpedia.org/resource/Michael_Kelly_(Lord_Provost)",,,
"http://dbpedia.org/resource/David_Walton_(science_fiction_writer)",,,
"http://dbpedia.org/resource/David_Warlick",,,
"http://dbpedia.org/resource/David_Watmough",,,
"http://dbpedia.org/resource/David_Weedon",,,
"http://dbpedia.org/resource/David_Weir_(writer)",,,
"http://dbpedia.org/resource/David_Whish-Wilson",,,
"http://dbpedia.org/resource/David_Williams_(historian)",,,
"http://dbpedia.org/resource/David_Willoughby_Gooding",,,
"http://dbpedia.org/resource/David_Wingate_(poet)",,,
"http://dbpedia.org/resource/David_Yee",,,
"http://dbpedia.org/resource/Edward_Ormondroyd",,,
"http://dbpedia.org/resource/P._J._Tracy",,,
"http://dbpedia.org/resource/Karl-Ludvig_Bugge",,,
"http://dbpedia.org/resource/Ellie_Herman",,,
"http://dbpedia.org/resource/Jeffrey_Price_and_Peter_S._Seaman",,,
"http://dbpedia.org/resource/Thomas_Richards_(historian)",,,
"http://dbpedia.org/resource/Dorothea_Celesia",,,
"http://dbpedia.org/resource/Dorothea_Herbert",,,
"http://dbpedia.org/resource/Dorothy_Aldis",,,
"http://dbpedia.org/resource/Dorothy_Ann_Purser",,,
"http://dbpedia.org/resource/Dorothy_Borg",,,
"http://dbpedia.org/resource/Dorothy_Edith_Simons",,,
"http://dbpedia.org/resource/Dorothy_Kilner",,,
"http://dbpedia.org/resource/Dorothy_Kunhardt",,,
"http://dbpedia.org/resource/Dorothy_M._Cray",,,
"http://dbpedia.org/resource/Dorothy_Malone_(writer)",,,
"http://dbpedia.org/resource/Dorothy_Margaret_Stuart",,,
"http://dbpedia.org/resource/Dorothy_Mary_Neal_White",,,
"http://dbpedia.org/resource/Dorothy_Nolte",,,
"http://dbpedia.org/resource/Dorothy_Ripley",,,
"http://dbpedia.org/resource/Dorothy_Rowe",,,
"http://dbpedia.org/resource/Dorothy_Straight",,,
"http://dbpedia.org/resource/Dorothy_Vicary",,,
"http://dbpedia.org/resource/Jennifer_Dunbar_Dorn",,,
"http://dbpedia.org/resource/Jim_Carlson_(screenwriter)",,,
"http://dbpedia.org/resource/Dylan_Taite",,,
"http://dbpedia.org/resource/Dylan_Van_Newkirk",,,
"http://dbpedia.org/resource/Steve_Mazan",,,
"http://dbpedia.org/resource/Eliza_Howland",,,
"http://dbpedia.org/resource/Eliza_Lanesford_Cushing",,,
"http://dbpedia.org/resource/Eliza_Lee",,,
"http://dbpedia.org/resource/Elizabeth_Anne_Gard'ner",,,
"http://dbpedia.org/resource/Elizabeth_Astor,_Baroness_Astor_of_Hever",,,
"http://dbpedia.org/resource/Elizabeth_Bath",,,
"http://dbpedia.org/resource/Elizabeth_Best",,,
"http://dbpedia.org/resource/Elisabeth_de_Mariaffi",,,
"http://dbpedia.org/resource/Elise_Allen",,,
"http://dbpedia.org/resource/Elisha_Cooper",,,
"http://dbpedia.org/resource/Lisa_Endlich",,,
"http://dbpedia.org/resource/Rasmus_Flo",,,
"http://dbpedia.org/resource/Margaret_Hodges",,,
"http://dbpedia.org/resource/Harald_Parigger",,,
"http://dbpedia.org/resource/Mercy_Harbison",,,
"http://dbpedia.org/resource/Hieronimo_Squarciafico",,,
"http://dbpedia.org/resource/Hieu_Minh_Nguyen",,,
"http://dbpedia.org/resource/Mineo_Higashi",,,
"http://dbpedia.org/resource/Mike_Mearls",,,
"http://dbpedia.org/resource/The_Iron_Duke_(novel)",,,
"http://dbpedia.org/resource/Karleen_Bradford",,,
"http://dbpedia.org/resource/Karmatron",,,
"http://dbpedia.org/resource/Madhu_Mangesh_Karnik",,,
"http://dbpedia.org/resource/Kevin_Bailey_(poet)",,,
"http://dbpedia.org/resource/Kevin_Baker_(author)",,,
"http://dbpedia.org/resource/Kevin_Callan",,,
"http://dbpedia.org/resource/Kevin_Daum",,,
"http://dbpedia.org/resource/Kevin_Dockery_(author)",,,
"http://dbpedia.org/resource/Kevin_Honeycutt",,,
"http://dbpedia.org/resource/Kevin_Kerr_(actor)",,,
"http://dbpedia.org/resource/Kevin_Killian",,,
"http://dbpedia.org/resource/Kevin_M._Kruse",,,
"http://dbpedia.org/resource/Kolachalam_Srinivasa_Rao",,,
"http://dbpedia.org/resource/Kole_Black",,,
"http://dbpedia.org/resource/LaWanda_Cox",,,
"http://dbpedia.org/resource/Leonard_G._G._Ramsey",,,
"http://dbpedia.org/resource/Lavinia_R._Davis",,,
"http://dbpedia.org/resource/Leland_Myrick",,,
"http://dbpedia.org/resource/Lemuel_K._Washburn",,,
"http://dbpedia.org/resource/Len_Doherty",,,
"http://dbpedia.org/resource/Len_Pentin",,,
"http://dbpedia.org/resource/Leonard_H._Stringfield",,,
"http://dbpedia.org/resource/Rowby_Goren",,,
"http://dbpedia.org/resource/Sumner_Chilton_Powell",,,
"http://dbpedia.org/resource/Marijo_Moore",,,
"http://dbpedia.org/resource/Marilyn_B._Young",,,
"http://dbpedia.org/resource/Marilyn_Henry",,,
"http://dbpedia.org/resource/Marilyn_Lacey",,,
"http://dbpedia.org/resource/Marilyn_Stasio",,,
"http://dbpedia.org/resource/Marilyn_Yalom",,,
"http://dbpedia.org/resource/Marshel_Arthur",,,
"http://dbpedia.org/resource/Marta_Schumann",,,
"http://dbpedia.org/resource/Marte_Michelet",,,
"http://dbpedia.org/resource/Martha_Blum",,,
"http://dbpedia.org/resource/Martha_Cheney",,,
"http://dbpedia.org/resource/Martha_Frick_Symington_Sanger",,,
"http://dbpedia.org/resource/Martha_Llwyd",,,
"http://dbpedia.org/resource/Martha_Mason_(writer)",,,
"http://dbpedia.org/resource/Martha_McCaughey",,,
"http://dbpedia.org/resource/Martha_Nell_Smith",,,
"http://dbpedia.org/resource/Martha_Reben",,,
"http://dbpedia.org/resource/Martha_W._McCartney",,,
"http://dbpedia.org/resource/Martha_Whitmore_Hickman",,,
"http://dbpedia.org/resource/Martial_Arts_Odyssey",,,
"http://dbpedia.org/resource/Marv_Goldberg",,,
"http://dbpedia.org/resource/Marvin_Tokayer",,,
"http://dbpedia.org/resource/Mary_Agria",,,
"http://dbpedia.org/resource/Mary_Alcock",,,
"http://dbpedia.org/resource/Mary_Alice_Downie",,,
"http://dbpedia.org/resource/Mary_Allies",,,
"http://dbpedia.org/resource/Mary_Ann_Martin",,,
"http://dbpedia.org/resource/Mary_Ann_Rundall",,,
"http://dbpedia.org/resource/Mary_MacCarthy",,,
"http://dbpedia.org/resource/Mary_Turzillo",,,
"http://dbpedia.org/resource/Mia_Dolan",,,
"http://dbpedia.org/resource/Mia_Sheard",,,
"http://dbpedia.org/resource/Mibu_no_Tadami",,,
"http://dbpedia.org/resource/Mibu_no_Tadamine",,,
"http://dbpedia.org/resource/Mic_Looby",,,
"http://dbpedia.org/resource/Michael_A._Noonan",,,
"http://dbpedia.org/resource/Mike_Bianchi",,,
"http://dbpedia.org/resource/Rocky_Ryan",,,
"http://dbpedia.org/resource/Mike_Thomas_(author)",,,
"http://dbpedia.org/resource/Mike_Vincent",,,
"http://dbpedia.org/resource/Mike_Yaconelli",,,
"http://dbpedia.org/resource/Paul_Mendelson",,,
"http://dbpedia.org/resource/William_G._Borchert",,,
"http://dbpedia.org/resource/Narushima_Ryūhoku",,,
"http://dbpedia.org/resource/National_Olympiad_of_Informatics",,,
"http://dbpedia.org/resource/Noriko_Ito",,,
"http://dbpedia.org/resource/Norm_Phelps",,,
"http://dbpedia.org/resource/Norma_Lee_Clark",,,
"http://dbpedia.org/resource/Ōmi_no_Mifune",,,
"http://dbpedia.org/resource/Perceval_Gibbon",,,
"http://dbpedia.org/resource/Percy_Addleshaw",,,
"http://dbpedia.org/resource/Percy_Izzard",,,
"http://dbpedia.org/resource/Percy_Leo_Fowler",,,
"http://dbpedia.org/resource/Percy_Paris_(minister)",,,
"http://dbpedia.org/resource/Peter_Irving",,,
"http://dbpedia.org/resource/Piaras_Feiritéar",,,
"http://dbpedia.org/resource/Sarah_Ellis_(author)",,,
"http://dbpedia.org/resource/Raziel_Reid",,,
"http://dbpedia.org/resource/Rehutai_Maihi",,,
"http://dbpedia.org/resource/Rita_K._Gollin",,,
"http://dbpedia.org/resource/Rita_Kelly",,,
"http://dbpedia.org/resource/Rita_Reed",,,
"http://dbpedia.org/resource/William_Ritchie_(editor)",,,
"http://dbpedia.org/resource/Robert_Huish",,,
"http://dbpedia.org/resource/Robert_J.C._Stead",,,
"http://dbpedia.org/resource/Robert_J._Szmidt",,,
"http://dbpedia.org/resource/Robert_Kinerk",,,
"http://dbpedia.org/resource/Samo_Kuščer",,,
"http://dbpedia.org/resource/William_Arthur_Satchell",,,
"http://dbpedia.org/resource/Sci-Fi_on_the_Rock",,,
"http://dbpedia.org/resource/Shar_Levine",,,
"http://dbpedia.org/resource/Scott_Kenemore",,,
"http://dbpedia.org/resource/Scott_Knaster",,,
"http://dbpedia.org/resource/Scott_Mackay",,,
"http://dbpedia.org/resource/Scott_Miller_(author)",,,
"http://dbpedia.org/resource/Scott_Reynolds_Nelson",,,
"http://dbpedia.org/resource/Scott_Sanders_(novelist)",,,
"http://dbpedia.org/resource/Scott_Von_Doviak",,,
"http://dbpedia.org/resource/Sea_of_Cronus",,,
"http://dbpedia.org/resource/Seamus_Malin",,,
"http://dbpedia.org/resource/Sean_Costello_(author)",,,
"http://dbpedia.org/resource/Section_8:_Prejudice",,,
"http://dbpedia.org/resource/Sharon_Morris",,,
"http://dbpedia.org/resource/Sharon_Solwitz",,,
"http://dbpedia.org/resource/Shashi_Bhushan_Sahai",,,
"http://dbpedia.org/resource/Shashi_Warrier",,,
"http://dbpedia.org/resource/Shaun_L._Gabbidon",,,
"http://dbpedia.org/resource/Wayne_Sharrocks",,,
"http://dbpedia.org/resource/Zerna_Sharp",,,
"http://dbpedia.org/resource/Sherman_Day",,,
"http://dbpedia.org/resource/Sherrie_Gong_Taguchi",,,
"http://dbpedia.org/resource/Sherry_Argov",,,
"http://dbpedia.org/resource/Sherry_Boschert",,,
"http://dbpedia.org/resource/Sherryl_Jordan",,,
"http://dbpedia.org/resource/Sheryll_Cashin",,,
"http://dbpedia.org/resource/Shirley_Faessler",,,
"http://dbpedia.org/resource/Shirley_Thomas_(USC_professor)",,,
"http://dbpedia.org/resource/Shivram_Mahadev_Paranjape",,,
"http://dbpedia.org/resource/Simen_Fougner",,,
"http://dbpedia.org/resource/Simon_Dodd",,,
"http://dbpedia.org/resource/Simon_Drake_(writer)",,,
"http://dbpedia.org/resource/Siobhan_Fallon_(writer)",,,
"http://dbpedia.org/resource/Siobhán_Creaton",,,
"http://dbpedia.org/resource/Siôn_Abel",,,
"http://dbpedia.org/resource/Siôn_Bradford",,,
"http://dbpedia.org/resource/Siôn_Ceri",,,
"http://dbpedia.org/resource/Siôn_Phylip",,,
"http://dbpedia.org/resource/Siôn_Tudur",,,
"http://dbpedia.org/resource/Siôn_ap_Hywel",,,
"http://dbpedia.org/resource/Sohan_Singh_Seetal",,,
"http://dbpedia.org/resource/Solace_Ames",,,
"http://dbpedia.org/resource/Sophie_Robinson",,,
"http://dbpedia.org/resource/Sophie_Zaïkowska",,,
"http://dbpedia.org/resource/Sophus_Christian_Munk_Aars",,,
"http://dbpedia.org/resource/Soraya_Nini",,,
"http://dbpedia.org/resource/Soraya_Peerbaye",,,
"http://dbpedia.org/resource/Sorcha_Ní_Ghuairim",,,
"http://dbpedia.org/resource/Bernie_Kahn",,,
"http://dbpedia.org/resource/George_C._Hull",,,
"http://dbpedia.org/resource/Hive_Propolis",,,
"http://dbpedia.org/resource/Clive_Holden",,,
"http://dbpedia.org/resource/Joe_Forte",,,
"http://dbpedia.org/resource/Nancy_Darsch",,,
"http://dbpedia.org/resource/Craig_Pearce",,,
"http://dbpedia.org/resource/Philip_Temple",,,
"http://dbpedia.org/resource/John_Daniell_(rugby_player)",,,
"http://dbpedia.org/resource/Abraham_Brumberg",,,
"http://dbpedia.org/resource/Abraham_Cohen_(editor)",,,
"http://dbpedia.org/resource/Abraham_Rabinovich",,,
"http://dbpedia.org/resource/Barry_Michael_Cooper",,,
"http://dbpedia.org/resource/Debbie_Barham",,,
"http://dbpedia.org/resource/Julie_Martin_(writer)",,,
"http://dbpedia.org/resource/Nileena_Abraham",,,
"http://dbpedia.org/resource/Peter_Milne_(screenwriter)",,,
"http://dbpedia.org/resource/Stephen_Elliott_(author)",,,
"http://dbpedia.org/resource/Richard_Arum",,,
"http://dbpedia.org/resource/Treva_Silverman",,,
"http://dbpedia.org/resource/Wild_Cards",,,
"http://dbpedia.org/resource/Adolph_Ernst_Kroeger",,,
"http://dbpedia.org/resource/Adrian_Butchart",,,
"http://dbpedia.org/resource/Ben_Jonson","City of Westminster","English","London, England"
"http://dbpedia.org/resource/Andrew_Mango","Istanbul","British","London, United Kingdom"
"http://dbpedia.org/resource/Christina_Rossetti","London","British","London, England"
"http://dbpedia.org/resource/Walter_Lippmann","New York City","American","New York City"
"http://dbpedia.org/resource/Angela_Carter","Eastbourne","British","London, England"
"http://dbpedia.org/resource/Andrew_Mango","Turkey","British","London, United Kingdom"
"http://dbpedia.org/resource/Ben_Jonson","Westminster","English","London, England"
"http://dbpedia.org/resource/William_Carlos_Williams","Rutherford, New Jersey","American","Rutherford, New Jersey, U.S."
"http://dbpedia.org/resource/Bernard_Le_Bovier_de_Fontenelle","Rouen","French","Paris, France"
"http://dbpedia.org/resource/Arthur_Mills_(MP)","Barford, Warwickshire","British","United Kingdom"
"http://dbpedia.org/resource/Auguste_Poulet-Malassis","Alençon","French","Paris, France"
"http://dbpedia.org/resource/Ann_Petry","Old Saybrook, Connecticut","USA","Old Saybrook, CT, USA"
"http://dbpedia.org/resource/Arthur_Evans_(author)",,"United States","San Francisco, California"
"http://dbpedia.org/resource/Douglas_Preston","Cambridge, Massachusetts","American",
"http://dbpedia.org/resource/Katharine_Holabird","Cambridge, Massachusetts","American",
"http://dbpedia.org/resource/Aroj_Ali_Matubbar","Bangladesh","Bangladeshi",
"http://dbpedia.org/resource/Angelo_F._Coniglio","Buffalo, New York","American",
"http://dbpedia.org/resource/Ann_Elder","Cleveland, Ohio","United States",
"http://dbpedia.org/resource/Mark_O'Donnell","Cleveland, Ohio","American",
"http://dbpedia.org/resource/Ernst_Jünger","Heidelberg","German",
"http://dbpedia.org/resource/Mary_Augusta_Ward","Hobart","British",
"http://dbpedia.org/resource/John_Bower_Mowat","Kingston, Ontario","Canadian",
"http://dbpedia.org/resource/John_McDonald_Mowat","Kingston, Ontario","Canadian",
"http://dbpedia.org/resource/Ramsey_Campbell","Liverpool","British",
"http://dbpedia.org/resource/Arthur_Nickson","Liverpool","British",
"http://dbpedia.org/resource/Audrey_Howard","Liverpool","British",
"http://dbpedia.org/resource/Andy_Remic","Manchester","British",
"http://dbpedia.org/resource/Jane_Routley","Melbourne","Australian",
"http://dbpedia.org/resource/Garth_Nix","Melbourne","Australian",
"http://dbpedia.org/resource/George_Johnston_(novelist)","Melbourne","Australian",
"http://dbpedia.org/resource/Arthur_Phillips","Minneapolis","United States",
"http://dbpedia.org/resource/Arthur_Phillips","Minneapolis, Minnesota","United States",
"http://dbpedia.org/resource/Mark_Twain","Missouri","American",
"http://dbpedia.org/resource/Lilith_Saintcrow","New Mexico","United States",
"http://dbpedia.org/resource/Ally_Carter","Oklahoma","United States",
"http://dbpedia.org/resource/Nora_Roberts","Silver Spring, Maryland","American",
"http://dbpedia.org/resource/Alvin_Pang","Singapore","Singaporean",
"http://dbpedia.org/resource/Cyril_Wong","Singapore","Singaporean",
"http://dbpedia.org/resource/Goh_Sin_Tub","Singapore","Singaporean",
"http://dbpedia.org/resource/Alyssa_Pierce","Jersey City, New Jersey","American",
"http://dbpedia.org/resource/Arthur_Guirdham","Workington","British",
"http://dbpedia.org/resource/Manuel_A._Alonso","San Juan, Puerto Rico","Puerto Rican",
"http://dbpedia.org/resource/Basílio_da_Gama","Minas Gerais","Portuguese Empire",
"http://dbpedia.org/resource/Augusto_Cury","São Paulo (state)","Brazilian",
"http://dbpedia.org/resource/Kelley_Armstrong","Greater Sudbury","Canadian",
"http://dbpedia.org/resource/Eduardo_Spohr","Rio de Janeiro (state)","Brazilian",
"http://dbpedia.org/resource/Ann-Marie_MacDonald","CFB Baden-Soellingen","Canadian",
"http://dbpedia.org/resource/Arshi_Pipa","Shkodër","Albanian",
"http://dbpedia.org/resource/Sarah_Thomas_(writer)","Kerala","Indian",
"http://dbpedia.org/resource/Sukumar_Azhikode","Kerala","Indian",
"http://dbpedia.org/resource/B._M._Suhara","Kerala","Indian",
"http://dbpedia.org/resource/Steinar_Hansson","Asker","Norwegian",
"http://dbpedia.org/resource/John_Gribbin","Maidstone","British",
"http://dbpedia.org/resource/Alyson_Noël","Laguna Beach, California","American",
"http://dbpedia.org/resource/Carlos_Oquendo_de_Amat","Puno","Peruvian",
"http://dbpedia.org/resource/Kay_Chorao","Elkhart, Indiana","American",
"http://dbpedia.org/resource/Maurice_Maeterlinck","Belgium","Belgian",
"http://dbpedia.org/resource/Chuck_Hogan","Boston","United States",
"http://dbpedia.org/resource/Dave_Eggers","Boston","American",
"http://dbpedia.org/resource/John_Bower_Mowat","Canada","Canadian",
"http://dbpedia.org/resource/John_McDonald_Mowat","Canada","Canadian",
"http://dbpedia.org/resource/Geoff_Ryman","Canada","Canadian",
"http://dbpedia.org/resource/Anakana_Schofield","England","Irish/Canadian",
"http://dbpedia.org/resource/W._Andrew_Robinson","England","British",
"http://dbpedia.org/resource/Angus_Watson","England","British",
"http://dbpedia.org/resource/Britt_Allcroft","England","English, French",
"http://dbpedia.org/resource/Ann_Granger","England","British",
"http://dbpedia.org/resource/Lee_Child","England","British",
"http://dbpedia.org/resource/Dave_Alex_Riddett","England","British",
"http://dbpedia.org/resource/Curt_Siodmak","Germany","German-American",
"http://dbpedia.org/resource/Myrtle_Reed","Illinois","American",
"http://dbpedia.org/resource/Richard_Roeper","Illinois","American",
"http://dbpedia.org/resource/Roger_Ebert","Illinois","American",
"http://dbpedia.org/resource/P._K._Warrier","India","Indian",
"http://dbpedia.org/resource/Sarah_Thomas_(writer)","India","Indian",
"http://dbpedia.org/resource/Ayodhya_Prasad_Upadhyay","India","Indian",
"http://dbpedia.org/resource/Anna_Cataldi","Italy","Italian",
"http://dbpedia.org/resource/Andy_Stanton","London","British",
"http://dbpedia.org/resource/Julian_Bell","London","English",
"http://dbpedia.org/resource/Kim_Wilkins","London","Australian",
"http://dbpedia.org/resource/Lady_Dorothy_Mills","London","British",
"http://dbpedia.org/resource/Bernard_Cornwell","London","British, American",
"http://dbpedia.org/resource/Gavin_Menzies","London","English",
"http://dbpedia.org/resource/Alan_Ayckbourn","London","British",
"http://dbpedia.org/resource/Ann_Patchett","Los Angeles","American",
"http://dbpedia.org/resource/Leigh_Brackett","Los Angeles","American",
"http://dbpedia.org/resource/Lydia_Davis","Massachusetts","American",
"http://dbpedia.org/resource/Louise_Fitzhugh","Memphis, Tennessee","United States",
"http://dbpedia.org/resource/James_Duff_(writer)","New Orleans","American",
"http://dbpedia.org/resource/Christopher_Pike_(author)","New York (state)","American",
"http://dbpedia.org/resource/David_Sedaris","New York (state)","American",
"http://dbpedia.org/resource/Richard_Price_(writer)","New York City","American",
"http://dbpedia.org/resource/Christopher_Pike_(author)","New York City","American",
"http://dbpedia.org/resource/Don_DeLillo","New York City","American",
"http://dbpedia.org/resource/Ann_Eliza_Bleecker","New York City","American",
"http://dbpedia.org/resource/Anna_Dewdney","New York City","American",
"http://dbpedia.org/resource/Erica_Jong","New York City","American",
"http://dbpedia.org/resource/Jonathan_Ames","New York City","American",
"http://dbpedia.org/resource/Ed_McBain","New York City","American",
"http://dbpedia.org/resource/Charles_Finch","New York City","American",
"http://dbpedia.org/resource/Gene_Wolfe","New York City","American",
"http://dbpedia.org/resource/Henry_James","New York City","Born American; acquired British citizenship in July 1915",
"http://dbpedia.org/resource/John_Feinstein","New York City","American",
"http://dbpedia.org/resource/Jaime_de_Angulo","Paris","Spanish",
"http://dbpedia.org/resource/Wallace_Stevens","Pennsylvania","American",
